SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,1016,-1.7047390935386875,-1.6416341796688625,-1.68580761937774,1.7047390935386875,1.6416341796688625,1.68580761937774,0.08080761937774006
15,815,-1.6850320548735624,-1.6111826058688323,-1.6628772201721436,1.6850320548735624,1.6111826058688323,1.6628772201721436,0.057877220172143584
17,1494,-1.6391214500667046,-1.6296622804579248,-1.6362836991840706,1.6391214500667046,1.6296622804579248,1.6362836991840706,0.03128369918407059
19,468,-1.5981401144752239,-1.6252345517603999,-1.6062684456607768,1.5981401144752239,1.6252345517603999,1.6062684456607768,0.0012684456607767736
20,NA,NA,-1.6120890542635586,NA,NA,1.6120890542635586,NA,NA
21,148,-1.8068313270806893,-1.633461327096555,-1.754820327085449,1.8068313270806893,1.633461327096555,1.754820327085449,0.149820327085449
22,179,-1.246396337099231,-1.6139974820442125,-1.3566766805827255,1.246396337099231,1.6139974820442125,1.3566766805827255,-0.24832331941727448
41,NA,NA,-1.5912820315716873,NA,NA,1.5912820315716873,NA,NA
42,46,-1.4968101320444398,-1.5817467134380874,-1.5426758859970096,1.4968101320444398,1.5817467134380874,1.5426758859970096,-0.06232411400299043
64,421,-1.4501056263145056,-1.5625365829669862,-1.48383491331025,1.4501056263145056,1.5625365829669862,1.48383491331025,-0.12116508668975001
72,NA,NA,-1.6068588124516374,NA,NA,1.6068588124516374,NA,NA
73,396,-1.78774178478898,-1.714904333826625,-1.7658905495002735,1.78774178478898,1.714904333826625,1.7658905495002735,0.16089054950027348
81,103,-1.1786722191111725,-1.519425149735075,-1.2808980982983433,1.1786722191111725,1.519425149735075,1.2808980982983433,-0.32410190170165665
93,333,-1.4627950666987874,-1.6047893892491099,-1.505393363463884,1.4627950666987874,1.6047893892491099,1.505393363463884,-0.0996066365361159
98,113,-1.545363242852783,-1.535691406719925,-1.5424616920129255,1.545363242852783,1.535691406719925,1.5424616920129255,-0.06253830798707449
101,46,-1.6926892404070266,-1.5743027891405499,-1.6287605567231294,1.6926892404070266,1.5743027891405499,1.6287605567231294,0.023760556723129378
103,NA,NA,-1.6382517832620374,NA,NA,1.6382517832620374,NA,NA
108,1747,-1.7587556296356053,-1.657302343798045,-1.7283196438843371,1.7587556296356053,1.657302343798045,1.7283196438843371,0.12331964388433714
116,NA,NA,-1.6207098947830962,NA,NA,1.6207098947830962,NA,NA
117,39,-1.4605203117856576,-1.601663382267825,-1.5466175847797796,1.4605203117856576,1.601663382267825,1.5466175847797796,-0.05838241522022036
119,NA,NA,-1.431760588608975,NA,NA,1.431760588608975,NA,NA
122,4065,-1.9186889097034596,-1.723922387575,-1.8602589530649216,1.9186889097034596,1.723922387575,1.8602589530649216,0.25525895306492163
202,12402,-1.4928802466844169,-1.58020824324384,-1.519078645652244,1.4928802466844169,1.58020824324384,1.519078645652244,-0.08592135434775594
211,NA,NA,-1.6870772471755162,NA,NA,1.6870772471755162,NA,NA
231,NA,NA,-1.5570078694065086,NA,NA,1.5570078694065086,NA,NA
242,699,-1.5022699834884221,-1.57636007796225,-1.5244970118305705,1.5022699834884221,1.57636007796225,1.5244970118305705,-0.08050298816942947
263,2222,-1.743738944245202,-1.669190419455275,-1.7213743868082236,1.743738944245202,1.669190419455275,1.7213743868082236,0.11637438680822365
264,686,-1.5996330838489667,-1.6098491605802725,-1.6026979068683582,1.5996330838489667,1.6098491605802725,1.6026979068683582,-0.002302093131641758
312,209,-1.7320393731061912,-1.6084655942329573,-1.694967239444221,1.7320393731061912,1.6084655942329573,1.694967239444221,0.08996723944422103
351,702,-1.5750466487119823,-1.5753947667737087,-1.5751510841305003,1.5750466487119823,1.5753947667737087,1.5751510841305003,-0.02984891586949967
361,109,-1.4575175668520766,-1.5548280133827437,-1.4867107008112768,1.4575175668520766,1.5548280133827437,1.4867107008112768,-0.11828929918872322
374,NA,NA,-1.5623024372583925,NA,NA,1.5623024372583925,NA,NA
375,NA,NA,-1.631942795049925,NA,NA,1.631942795049925,NA,NA
431,NA,NA,-1.598630023203271,NA,NA,1.598630023203271,NA,NA
475,34,-1.2859372995185465,-1.5895877302800874,-1.4863465838211636,1.2859372995185465,1.5895877302800874,1.4863465838211636,-0.1186534161788364
542,NA,NA,-1.6671055192008124,NA,NA,1.6671055192008124,NA,NA
603,NA,NA,-1.5982056564340625,NA,NA,1.5982056564340625,NA,NA
631,132,-1.6439634762192503,-1.6147533872082986,-1.6352004495159647,1.6439634762192503,1.6147533872082986,1.6352004495159647,0.030200449515964678
746,31,-1.4473210196417776,-1.5316381824920875,-1.5054998620084914,1.4473210196417776,1.5316381824920875,1.5054998620084914,-0.09950013799150859
747,47,-1.408311015199249,-1.5434462289842874,-1.4799326785053193,1.408311015199249,1.5434462289842874,1.4799326785053193,-0.1250673214946807
763,NA,NA,-1.600585846518575,NA,NA,1.600585846518575,NA,NA
768,NA,NA,-1.5463148333495937,NA,NA,1.5463148333495937,NA,NA
805,47,-0.9493903859975534,-1.5459124661719588,-1.2655470884899884,0.9493903859975534,1.5459124661719588,1.2655470884899884,-0.33945291151001156
815,175,-1.3514765545906453,-1.5908573709535874,-1.4232907994995279,1.3514765545906453,1.5908573709535874,1.4232907994995279,-0.18170920050047212
818,32,-1.1675422385340803,-1.545629819704925,-1.4246417937302547,1.1675422385340803,1.545629819704925,1.4246417937302547,-0.1803582062697453
920,NA,NA,-1.6476889565081037,NA,NA,1.6476889565081037,NA,NA
981,NA,NA,-1.54703513596635,NA,NA,1.54703513596635,NA,NA
999,NA,NA,-1.5972561850954037,NA,NA,1.5972561850954037,NA,NA
