SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior,sdimax_combined_orig,w_qr_new,w_bayes_new,sdimax_source
15,0.11637379605,5.80621315605,332.3581511706223,-0.0226573588412075,-1.6465261525912076,414.7570764298066,-1.7249637314604047,285,0.7,0.30000000000000004,390.0373988520513,-1.7014324577996456,NA,390.0373988520513,0.7,0.30000000000000004,qr_dominant
19,0.2277517655125,5.9175911255125,371.5157004250241,-0.027411485102645,-1.651280278852645,504.02005945672994,-1.8188951033069136,300,0.7,0.30000000000000004,464.2687517472182,-1.768610655970633,NA,464.2687517472182,0.7,0.30000000000000004,qr_dominant
20,0.0455825430541025,5.735421903054102,309.64358277772203,0.0022730274403125,-1.6215957663096876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,-0.08199362252099375,5.607845737479006,272.55644696542146,0.065137015725925,-1.558731778024075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0048642516455025,5.694703611645502,297.28866762799015,0.112243664804625,-1.511625128945375,423.6522362523943,-1.415323670040552,4389,0.7,0.30000000000000004,385.74316566507304,-1.444214107711999,NA,385.74316566507304,0.7,0.30000000000000004,qr_dominant
66,-0.01363648520346125,5.676202874796538,291.83917348419163,-0.0513978063715325,-1.6752666001215326,405.908911725543,-2.011562917022003,140,0.7,0.30000000000000004,371.68799025313757,-1.910674021951862,NA,371.6879902531376,0.7,0.30000000000000004,qr_dominant
93,0.2143560402875,5.9041954002875,366.5721632426098,-0.0153296636701,-1.6391984574201,482.42637029398713,-1.5922907633489585,375,0.7,0.30000000000000004,447.67010817857397,-1.6063630715703008,NA,447.670108178574,0.7,0.30000000000000004,qr_dominant
96,-0.1337308396839625,5.556108520316037,258.8137058128996,0.0072178041371375,-1.6166509896128625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.0363701882403875,5.726209548240387,306.8041353075367,0.00946617907874125,-1.614402614671259,NA,NA,NA,NA,NA,NA,NA,621,NA,NA,NA,NA
102,-0.09089169127525,5.598947668724749,270.14197894270677,-0.0188522275124925,-1.6427210212624923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,-0.0864825762440125,5.603356783755987,271.33569568599944,0.046235335825525,-1.577633457924475,361.7972265395452,-1.6241705313724213,670,0.7,0.30000000000000004,334.65876728348144,-1.6102094093380377,NA,334.65876728348144,0.7,0.30000000000000004,qr_dominant
108,0.08966561349825974,5.779504973498259,323.59896070005425,-0.2168829984275,-1.8407517921775,367.1096961522834,-2.1853044327397337,293,0.7,0.30000000000000004,354.0564755166146,-2.081938640571064,679,354.0564755166146,0.7,0.30000000000000004,qr_dominant
113,-0.03066571135763175,5.659173648642368,286.9114548991043,-0.0631279402864,-1.6869967340364,451.5169841420502,-0.7752263749877373,39,0.39,0.61,319.0095331014787,-1.3314062940074216,409,351.1076113038532,0.195,0.8049999999999999,bayes_dominant
116,0.111414643468525,5.801254003468524,330.71401651412526,0.03671816896184125,-1.5871506247881588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,-0.227680831458875,5.462158528541124,235.60543694825932,-0.0658906802986275,-1.6897594740486277,290.5175212654599,-2.1541316258423415,169,0.7,0.30000000000000004,274.04389597029973,-2.0148199803042273,446,274.04389597029973,0.7,0.30000000000000004,qr_dominant
133,-0.1296934187395,5.5601459412605,259.86075796228914,-2.949676970125e-4,-1.6241637614470126,347.1440296156274,-1.6796832403043431,1725,0.7,0.30000000000000004,320.9590481196259,-1.663027396647144,358,320.9590481196259,0.7,0.30000000000000004,qr_dominant
142,0.02622955699176625,5.716068916991766,303.7086692220277,0.137824413203125,-1.486044380546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,-0.00849468562788625,5.681344674372113,293.34361648017773,-0.0069375949208875,-1.6308063886708877,374.8995557801092,-1.82371582888785,352,0.7,0.30000000000000004,350.43277399012976,-1.7658429968227611,570,350.43277399012976,0.7,0.30000000000000004,qr_dominant
321,0.1184222319381875,5.808261591938187,333.03966331387085,-0.042846538001575,-1.666715331751575,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA
322,0.15453917685822624,5.844378536858226,345.2878913915359,-0.00518834633640125,-1.6290571400864011,485.7407743065734,-1.7829610230515027,73,0.7,0.30000000000000004,387.4237562660471,-1.7367898581619725,619,443.6049094320622,0.3,0.7,bayes_dominant
475,0.0419875750353325,5.731826935035333,308.5324224899684,-0.0217452452237925,-1.6456140389737923,419.0858524796773,-1.5743083928891304,472,0.7,0.30000000000000004,385.9198234827646,-1.595700086714529,501,385.9198234827646,0.7,0.30000000000000004,qr_dominant
746,0.180016193625,5.8698555536249994,354.19781398219925,0.051178829650675,-1.572689964099325,562.5485982596495,-1.446464621008185,720,0.7,0.30000000000000004,500.04336297641436,-1.484332223935527,562,500.0433629764144,0.7,0.30000000000000004,qr_dominant
747,-0.15880030817132376,5.531039051828676,252.4060377734074,-3.29453849595e-4,-1.624198247599595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,-0.304782619820875,5.385056740179125,218.12248006494937,-0.0562933838319375,-1.6801621775819375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,-0.29899288477625,5.39084647522375,219.38901434278944,0.0522054257985125,-1.5716633679514875,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA,NA
814,0.17904730861625,5.868886668616249,353.85480322592275,0.08834034829515,-1.53552844545485,595.8428628183082,-1.3652265951601208,220,0.7,0.30000000000000004,523.2464449405925,-1.4163171502485397,NA,523.2464449405925,0.7,0.30000000000000004,qr_dominant
